Block,Timestamp,Method,Value,Txn Fee
19334516,2024-02-29 16:59:47,Swap,0.581130968,0.00967144
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00213154
19334516,2024-02-29 16:59:47,Swap,0.016822346,0.00865593
19334516,2024-02-29 16:59:47,Transfer,0.003698047,0.00150552
19334516,2024-02-29 16:59:47,Execute,0.08,0.01145715
19334516,2024-02-29 16:59:47,Sell,4.939613228,0.00984121
19334516,2024-02-29 16:59:47,Sell,0.0,0.00927104
19334516,2024-02-29 16:59:47,Approve,0.0,0.00334177
19334516,2024-02-29 16:59:47,Approve,0.0,0.00350571
19334516,2024-02-29 16:59:47,Transfer,0.3,0.01990647
19334516,2024-02-29 16:59:47,Other,0.0,0.00530324
19334516,2024-02-29 16:59:47,Transfer,0.8714,0.00150699
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00324075
19334516,2024-02-29 16:59:47,Other,0.0,0.00459073
19334516,2024-02-29 16:59:47,Execute,0.0,0.0174125
19334516,2024-02-29 16:59:47,Execute,0.577388266,0.0160304
19334516,2024-02-29 16:59:47,Execute,0.0,0.00922058
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00446902
19334516,2024-02-29 16:59:47,Deposit,0.08,0.00680752
19334516,2024-02-29 16:59:47,Approve,0.0,0.00189247
19334516,2024-02-29 16:59:47,Transfer,0.35,0.00150708
19334516,2024-02-29 16:59:47,Transfer,0.22,0.00150708
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00446729
19334516,2024-02-29 16:59:47,Execute,0.28,0.01251666
19334516,2024-02-29 16:59:47,Bid,0.0,0.03993915
19334516,2024-02-29 16:59:47,Transfer,0.1,0.00150708
19334516,2024-02-29 16:59:47,Execute,0.058,0.01053405
19334516,2024-02-29 16:59:47,Other,0.0,0.00330669
19334516,2024-02-29 16:59:47,Transfer,0.148228988,0.00150708
19334516,2024-02-29 16:59:47,Transfer,0.278764358,0.00150708
19334516,2024-02-29 16:59:47,Execute,0.0,0.0090688
19334516,2024-02-29 16:59:47,Withdraw,0.0,0.00255394
19334516,2024-02-29 16:59:47,Approve,0.0,0.00210116
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00419092
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00369308
19334516,2024-02-29 16:59:47,Execute,0.3,0.00977741
19334516,2024-02-29 16:59:47,Transfer,0.03053,0.00150708
19334516,2024-02-29 16:59:47,Execute,1.8,0.01128501
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00152172
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00334964
19334516,2024-02-29 16:59:47,Transfer,0.096,0.0015071
19334516,2024-02-29 16:59:47,Approve,0.0,0.00332976
19334516,2024-02-29 16:59:47,Transfer,2.06,0.0015071
19334516,2024-02-29 16:59:47,Other,0.0,0.00653466
19334516,2024-02-29 16:59:47,Transfer,0.0183,0.00150739
19334516,2024-02-29 16:59:47,Transfer,0.0322,0.00150739
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00330888
19334516,2024-02-29 16:59:47,Withdraw,0.0,0.00828774
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00331015
19334516,2024-02-29 16:59:47,Other,0.0,0.01466019
19334516,2024-02-29 16:59:47,Other,0.0,0.00825609
19334516,2024-02-29 16:59:47,Other,0.020088704,0.00995416
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00216815
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00296474
19334516,2024-02-29 16:59:47,Other,0.0,0.00383923
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00372558
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00249796
19334516,2024-02-29 16:59:47,Transfer,0.113361,0.0015076
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00454116
19334516,2024-02-29 16:59:47,Transfer,1.38079823,0.00151126
19334516,2024-02-29 16:59:47,Transfer,0.011595244,0.001512
19334516,2024-02-29 16:59:47,Transfer,0.011538319,0.001512
19334516,2024-02-29 16:59:47,Transfer,0.005349853,0.00151614
19334516,2024-02-29 16:59:47,Transfer,0.4,0.00151909
19334516,2024-02-29 16:59:47,Transfer,0.0485,0.00152219
19334516,2024-02-29 16:59:47,Transfer,2.551588488,0.00152221
19334516,2024-02-29 16:59:47,Transfer,0.005330939,0.0015224
19334516,2024-02-29 16:59:47,Transfer,0.3069,0.0015265
19334516,2024-02-29 16:59:47,Other,0.0,0.00280371
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00311768
19334516,2024-02-29 16:59:47,Transfer,0.01,0.0015475
19334516,2024-02-29 16:59:47,Transfer,0.024331151,0.0015475
19334516,2024-02-29 16:59:47,Transfer,3.128337,0.0015475
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00257837
19334516,2024-02-29 16:59:47,Transfer,0.145380921,0.0015475
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00339781
19334516,2024-02-29 16:59:47,Transfer,0.145244645,0.0015475
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00257969
19334516,2024-02-29 16:59:47,Transfer,0.017374,0.0015475
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00465792
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00465881
19334516,2024-02-29 16:59:47,Transfer,0.00548535,0.0015475
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00458799
19334516,2024-02-29 16:59:47,Transfer,0.54994,0.0015475
19334516,2024-02-29 16:59:47,Transfer,0.43844825,0.0015475
19334516,2024-02-29 16:59:47,Transfer,0.00685253,0.0015475
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00383848
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00382418
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00596306
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00254366
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00256178
19334516,2024-02-29 16:59:47,Transfer,0.298446,0.001554
19334516,2024-02-29 16:59:47,Transfer,0.0825,0.00156099
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00342741
19334516,2024-02-29 16:59:47,Transfer,0.0039229,0.00156508
19334516,2024-02-29 16:59:47,Swap,0.0,0.01867122
19334516,2024-02-29 16:59:47,Swap,0.0,0.02129892
19334516,2024-02-29 16:59:47,Approve,0.0,0.00347917
19334516,2024-02-29 16:59:47,Bid,0.0,0.02666964
19334516,2024-02-29 16:59:47,Other,0.0,0.00754761
19334516,2024-02-29 16:59:47,Deposit,0.0,0.00931028
19334516,2024-02-29 16:59:47,Transfer,1.241980736,0.001617
19334516,2024-02-29 16:59:47,Transfer,0.0709,0.00172159
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00410248
19334516,2024-02-29 16:59:47,Transfer,0.00300555,0.00187805
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00556811
19334516,2024-02-29 16:59:47,Transfer,0.0,0.00462401
19334516,2024-02-29 16:59:47,Other,0.02,0.01265376
19334516,2024-02-29 16:59:47,Transfer,2.065877495,0.00249857
19334515,2024-02-29 16:59:35,Other,0.0,0.01963053
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00442024
19334515,2024-02-29 16:59:35,Swap,0.0,0.0127657
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00335134
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00335221
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00459335
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00459335
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00471432
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00274779
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00384117
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00437593
19334515,2024-02-29 16:59:35,Other,0.0,0.01104988
19334515,2024-02-29 16:59:35,Other,0.0,0.01143977
19334515,2024-02-29 16:59:35,Other,0.0,0.01312684
19334515,2024-02-29 16:59:35,Sell,0.0,0.00898264
19334515,2024-02-29 16:59:35,Transfer,0.041059162,0.00152444
19334515,2024-02-29 16:59:35,Transfer,0.011565,0.00152634
19334515,2024-02-29 16:59:35,Transfer,0.20724882,0.00152634
19334515,2024-02-29 16:59:35,Transfer,0.003562313,0.00154524
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00471432
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00346765
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00426781
19334515,2024-02-29 16:59:35,Transfer,0.11,0.00406466
19334515,2024-02-29 16:59:35,Transfer,0.169989836,0.00152426
19334515,2024-02-29 16:59:35,Transfer,0.094239343,0.00152426
19334515,2024-02-29 16:59:35,Transfer,0.344985386,0.00152426
19334515,2024-02-29 16:59:35,Approve,0.0,0.00337936
19334515,2024-02-29 16:59:35,Approve,0.0,0.00338038
19334515,2024-02-29 16:59:35,Deposit,0.0,0.00438371
19334515,2024-02-29 16:59:35,Other,0.0,0.00604364
19334515,2024-02-29 16:59:35,Other,0.0,0.0066087
19334515,2024-02-29 16:59:35,Execute,0.0,0.01094103
19334515,2024-02-29 16:59:35,Transfer,0.007013223,0.00152444
19334515,2024-02-29 16:59:35,Transfer,0.01453492,0.00152444
19334515,2024-02-29 16:59:35,Transfer,2.0,0.00152444
19334515,2024-02-29 16:59:35,Transfer,0.153465106,0.00152444
19334515,2024-02-29 16:59:35,Other,0.0,0.01608245
19334515,2024-02-29 16:59:35,Deposit,0.000112,0.00208297
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00424005
19334515,2024-02-29 16:59:35,Transfer,0.0,0.0045888
19334515,2024-02-29 16:59:35,Transfer,0.05,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.064009252,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.1,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.09524635,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.04,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.26154,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.0215,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.023,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.088159358,0.00152582
19334515,2024-02-29 16:59:35,Transfer,1.01,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.032,0.00152582
19334515,2024-02-29 16:59:35,Transfer,0.9,0.00152584
19334515,2024-02-29 16:59:35,Execute,0.402761646,0.01255285
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00451987
19334515,2024-02-29 16:59:35,Transfer,0.0365,0.00152613
19334515,2024-02-29 16:59:35,Transfer,0.017,0.00152613
19334515,2024-02-29 16:59:35,Other,0.0,0.01519805
19334515,2024-02-29 16:59:35,Transfer,0.0095,0.00152634
19334515,2024-02-29 16:59:35,Transfer,0.0166745,0.00152634
19334515,2024-02-29 16:59:35,Transfer,1.15,0.00152634
19334515,2024-02-29 16:59:35,Transfer,0.087173317,0.00286557
19334515,2024-02-29 16:59:35,Transfer,0.02607736,0.001533
19334515,2024-02-29 16:59:35,Transfer,0.142994,0.001533
19334515,2024-02-29 16:59:35,Transfer,0.039986236,0.001533
19334515,2024-02-29 16:59:35,Transfer,0.005759466,0.00153783
19334515,2024-02-29 16:59:35,Transfer,0.5,0.01381322
19334515,2024-02-29 16:59:35,Transfer,0.675489416,0.00155049
19334515,2024-02-29 16:59:35,Transfer,0.007794918,0.00156508
19334515,2024-02-29 16:59:35,Transfer,0.04574746,0.00156624
19334515,2024-02-29 16:59:35,Transfer,0.011176,0.00156624
19334515,2024-02-29 16:59:35,Transfer,0.013502025,0.00156624
19334515,2024-02-29 16:59:35,Transfer,0.00117,0.001575
19334515,2024-02-29 16:59:35,Transfer,0.50208128,0.001575
19334515,2024-02-29 16:59:35,Transfer,0.437360122,0.00160597
19334515,2024-02-29 16:59:35,Transfer,0.0153,0.00160608
19334515,2024-02-29 16:59:35,Transfer,0.080753,0.00160608
19334515,2024-02-29 16:59:35,Transfer,0.0139,0.00160608
19334515,2024-02-29 16:59:35,Transfer,0.027827322,0.00163531
19334515,2024-02-29 16:59:35,Transfer,0.385,0.00172159
19334515,2024-02-29 16:59:35,Transfer,0.04,0.00176313
19334515,2024-02-29 16:59:35,Transfer,0.1176,0.001764
19334515,2024-02-29 16:59:35,Transfer,0.013902062,0.00179094
19334515,2024-02-29 16:59:35,Transfer,0.27,0.02079009
19334515,2024-02-29 16:59:35,Transfer,0.1,0.00186893
19334515,2024-02-29 16:59:35,Transfer,0.6,0.02119042
19334515,2024-02-29 16:59:35,Transfer,0.014405745,0.00311451
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00218098
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00215621
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00293336
19334515,2024-02-29 16:59:35,Withdraw,0.0,0.00293358
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00248518
19334515,2024-02-29 16:59:35,Deposit,6.0,0.00327242
19334515,2024-02-29 16:59:35,Other,0.0,0.00335601
19334515,2024-02-29 16:59:35,Other,0.0,0.00335776
19334515,2024-02-29 16:59:35,Approve,0.0,0.00338082
19334515,2024-02-29 16:59:35,Approve,0.0,0.00343158
19334515,2024-02-29 16:59:35,Other,0.0,0.00345483
19334515,2024-02-29 16:59:35,Approve,0.0,0.003524
19334515,2024-02-29 16:59:35,Approve,0.0,0.00352749
19334515,2024-02-29 16:59:35,Other,0.0,0.0038793
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00335134
19334515,2024-02-29 16:59:35,Transfer,0.0,0.0045237
19334515,2024-02-29 16:59:35,Other,0.0,0.00388607
19334515,2024-02-29 16:59:35,Approve,0.0,0.00403899
19334515,2024-02-29 16:59:35,Approve,0.0,0.00406342
19334515,2024-02-29 16:59:35,Deposit,0.005,0.00564969
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00459509
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00459509
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00280725
19334515,2024-02-29 16:59:35,Execute,0.15,0.00948678
19334515,2024-02-29 16:59:35,Swap,1.0,0.01182069
19334515,2024-02-29 16:59:35,Execute,0.0,0.01217456
19334515,2024-02-29 16:59:35,Execute,1.8,0.0123764
19334515,2024-02-29 16:59:35,Other,0.27,0.01444004
19334515,2024-02-29 16:59:35,Other,0.0,0.01045633
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00354181
19334515,2024-02-29 16:59:35,Deposit,0.0,0.02187198
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00377389
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00381859
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00383375
19334515,2024-02-29 16:59:35,Execute,0.0,0.01266912
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00422896
19334515,2024-02-29 16:59:35,Other,0.0,0.00330351
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00300927
19334515,2024-02-29 16:59:35,Other,0.0,0.01181051
19334515,2024-02-29 16:59:35,Other,0.3,0.01231661
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00343895
19334515,2024-02-29 16:59:35,Approve,0.0,0.00345682
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00451033
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00464264
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00471342
19334515,2024-02-29 16:59:35,Other,0.0,0.00811817
19334515,2024-02-29 16:59:35,Deposit,0.0,0.00780354
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00413838
19334515,2024-02-29 16:59:35,Swap,0.0,0.00971288
19334515,2024-02-29 16:59:35,Other,0.0,0.01394978
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00413994
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00483331
19334515,2024-02-29 16:59:35,Approve,0.0,0.00366411
19334515,2024-02-29 16:59:35,Execute,0.07,0.01075749
19334515,2024-02-29 16:59:35,Execute,0.0,0.01355034
19334515,2024-02-29 16:59:35,Deposit,3.6,0.00730398
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00502686
19334515,2024-02-29 16:59:35,Swap,0.025,0.01368409
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00479052
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00518313
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00518412
19334515,2024-02-29 16:59:35,Swap,0.01,0.01539483
19334515,2024-02-29 16:59:35,Transfer,0.0,0.00514261
19334515,2024-02-29 16:59:35,Other,0.0,0.01325538
19334515,2024-02-29 16:59:35,Other,0.0,0.01077065
19334515,2024-02-29 16:59:35,Other,0.0,0.01609253
19334515,2024-02-29 16:59:35,Transfer,0.091828234,0.00317176
19334515,2024-02-29 16:59:35,Other,0.0,0.01074386
19334515,2024-02-29 16:59:35,Swap,0.0,0.03385586
19334515,2024-02-29 16:59:35,Other,0.0,0.00858574
19334514,2024-02-29 16:59:23,Transfer,0.048254279,0.00156488
19334514,2024-02-29 16:59:23,Approve,0.0,0.00342834
19334514,2024-02-29 16:59:23,Transfer,0.4425,0.00156587
19334514,2024-02-29 16:59:23,Transfer,0.295458843,0.00156587
19334514,2024-02-29 16:59:23,Transfer,0.4,0.02197794
19334514,2024-02-29 16:59:23,Transfer,0.0107,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.6,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.0311,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.006352931,0.00156646
19334514,2024-02-29 16:59:23,Execute,0.0,0.01176824
19334514,2024-02-29 16:59:23,Deposit,1.0,0.00707571
19334514,2024-02-29 16:59:23,Execute,0.0,0.01279658
19334514,2024-02-29 16:59:23,Transfer,0.233279006,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00343853
19334514,2024-02-29 16:59:23,Transfer,4.0005,0.00156646
19334514,2024-02-29 16:59:23,Execute,0.0,0.0149962
19334514,2024-02-29 16:59:23,Execute,0.0,0.01957974
19334514,2024-02-29 16:59:23,Transfer,0.198015163,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.005587089,0.00156646
19334514,2024-02-29 16:59:23,Deposit,0.1261,0.00707571
19334514,2024-02-29 16:59:23,Transfer,0.008719738,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.022,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.0413,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.2,0.02198538
19334514,2024-02-29 16:59:23,Approve,0.0,0.00470916
19334514,2024-02-29 16:59:23,Transfer,0.01308,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00308048
19334514,2024-02-29 16:59:23,Approve,0.0,0.00347381
19334514,2024-02-29 16:59:23,Transfer,0.9,0.00156646
19334514,2024-02-29 16:59:23,Transfer,1.6,0.00156646
19334514,2024-02-29 16:59:23,Execute,0.1,0.00949075
19334514,2024-02-29 16:59:23,Transfer,1.0,0.00156646
19334514,2024-02-29 16:59:23,Transfer,1.009,0.00156646
19334514,2024-02-29 16:59:23,Approve,0.0,0.00218663
19334514,2024-02-29 16:59:23,Execute,0.12,0.01224206
19334514,2024-02-29 16:59:23,Execute,0.06,0.01411816
19334514,2024-02-29 16:59:23,Transfer,3.001619291,0.00156646
19334514,2024-02-29 16:59:23,Transfer,0.48,0.02107557
19334514,2024-02-29 16:59:23,Other,0.0,0.00868447
19334514,2024-02-29 16:59:23,Swap,0.0,0.01632682
19334514,2024-02-29 16:59:23,Approve,0.0,0.00363035
19334514,2024-02-29 16:59:23,Execute,0.0,0.01173688
19334514,2024-02-29 16:59:23,Swap,0.0,0.01615622
19334514,2024-02-29 16:59:23,Transfer,0.009015022,0.00156656
19334514,2024-02-29 16:59:23,Other,0.0,0.00484453
19334514,2024-02-29 16:59:23,Transfer,0.0,0.0046451
19334514,2024-02-29 16:59:23,Transfer,0.0378,0.00156677
19334514,2024-02-29 16:59:23,Transfer,0.0169,0.00156677
19334514,2024-02-29 16:59:23,Transfer,0.006192,0.00156698
19334514,2024-02-29 16:59:23,Transfer,0.0,0.0030824
19334514,2024-02-29 16:59:23,Other,0.0,0.02070073
19334514,2024-02-29 16:59:23,Transfer,0.01,0.00156698
19334514,2024-02-29 16:59:23,Approve,0.0,0.00347579
19334514,2024-02-29 16:59:23,Other,0.0,0.00398953
19334514,2024-02-29 16:59:23,Execute,0.101971101,0.01306677
19334514,2024-02-29 16:59:23,Transfer,1.8531412,0.00156698
19334514,2024-02-29 16:59:23,Transfer,0.045479055,0.00156792
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00263783
19334514,2024-02-29 16:59:23,Approve,0.0,0.00363414
19334514,2024-02-29 16:59:23,Transfer,0.3,0.02205162
19334514,2024-02-29 16:59:23,Other,0.0,0.00335213
19334514,2024-02-29 16:59:23,Other,0.08,0.01287087
19334514,2024-02-29 16:59:23,Other,0.0,0.00831457
19334514,2024-02-29 16:59:23,Other,0.0,0.00378946
19334514,2024-02-29 16:59:23,Transfer,2.451027477,0.00157579
19334514,2024-02-29 16:59:23,Transfer,0.09133241,0.00157846
19334514,2024-02-29 16:59:23,Transfer,0.33,0.00157846
19334514,2024-02-29 16:59:23,Transfer,9.94462203,0.00157846
19334514,2024-02-29 16:59:23,Transfer,0.09,0.00157846
19334514,2024-02-29 16:59:23,Transfer,0.115189329,0.00157852
19334514,2024-02-29 16:59:23,Other,0.0,0.01326599
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00241661
19334514,2024-02-29 16:59:23,Transfer,0.0,0.0034113
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00391992
19334514,2024-02-29 16:59:23,Transfer,0.15448389,0.00158588
19334514,2024-02-29 16:59:23,Transfer,1.98,0.00158588
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00393457
19334514,2024-02-29 16:59:23,Transfer,0.01,0.00158588
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00470085
19334514,2024-02-29 16:59:23,Transfer,0.0132,0.00158588
19334514,2024-02-29 16:59:23,Transfer,0.004336707,0.00158588
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00480479
19334514,2024-02-29 16:59:23,Other,0.0,0.00833022
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00753766
19334514,2024-02-29 16:59:23,Transfer,0.04293055,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00483664
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00352726
19334514,2024-02-29 16:59:23,Transfer,0.0649317,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00393686
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00397091
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00394902
19334514,2024-02-29 16:59:23,Transfer,0.031420193,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.017712,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.02335806,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.563648,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.1,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00435878
19334514,2024-02-29 16:59:23,Transfer,0.0736831,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00352726
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00483572
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00483664
19334514,2024-02-29 16:59:23,Transfer,0.00336533,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00261631
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00483664
19334514,2024-02-29 16:59:23,Transfer,0.08604047,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.022661,0.00160688
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00352817
19334514,2024-02-29 16:59:23,Transfer,0.005,0.02269528
19334514,2024-02-29 16:59:23,Other,0.0,0.02691016
19334514,2024-02-29 16:59:23,Execute,0.0,0.01308201
19334514,2024-02-29 16:59:23,Transfer,0.024801455,0.00162441
19334514,2024-02-29 16:59:23,Execute,0.0,0.01301457
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00701322
19334514,2024-02-29 16:59:23,Approve,0.0,0.00366141
19334514,2024-02-29 16:59:23,Transfer,0.024630982,0.00163531
19334514,2024-02-29 16:59:23,Transfer,0.040153212,0.00163531
19334514,2024-02-29 16:59:23,Transfer,0.118362,0.001638
19334514,2024-02-29 16:59:23,Transfer,0.0398,0.00164482
19334514,2024-02-29 16:59:23,Transfer,0.0683179,0.00164482
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00495654
19334514,2024-02-29 16:59:23,Transfer,0.0266,0.00164671
19334514,2024-02-29 16:59:23,Transfer,0.092976,0.00164671
19334514,2024-02-29 16:59:23,Transfer,0.0073,0.00170184
19334514,2024-02-29 16:59:23,Other,0.0,0.0188116
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00487714
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00540813
19334514,2024-02-29 16:59:23,Transfer,0.002562319,0.00183915
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00512505
19334514,2024-02-29 16:59:23,Approve,0.0,0.00435803
19334514,2024-02-29 16:59:23,Transfer,0.011043125,0.00190299
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00425191
19334514,2024-02-29 16:59:23,Other,1.527076789,0.01854775
19334514,2024-02-29 16:59:23,Transfer,0.0,0.00661611
19334514,2024-02-29 16:59:23,Transfer,0.051355527,0.00311451
19334514,2024-02-29 16:59:23,Swap,7.0,0.01457009
19334514,2024-02-29 16:59:23,Swap,0.0,0.01557016
19334514,2024-02-29 16:59:23,Other,0.0,0.00835856
19334514,2024-02-29 16:59:23,Swap,0.0,0.02614307
19334514,2024-02-29 16:59:23,Execute,0.0,0.00837115
19334514,2024-02-29 16:59:23,Other,0.0,0.03832716
19334513,2024-02-29 16:59:11,Transfer,0.070328672,0.00155969
19334513,2024-02-29 16:59:11,Transfer,0.12122712,0.00159924
19334513,2024-02-29 16:59:11,Transfer,0.02946264,0.00157824
19334513,2024-02-29 16:59:11,Transfer,0.08075334,0.00157824
19334513,2024-02-29 16:59:11,Transfer,0.27500781,0.00157824
19334513,2024-02-29 16:59:11,Transfer,0.41997329,0.00157824
19334513,2024-02-29 16:59:11,Transfer,0.02907725,0.00157824
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00481365
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00260387
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00474046
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00481274
19334513,2024-02-29 16:59:11,Transfer,0.0027,0.00159924
19334513,2024-02-29 16:59:11,Transfer,0.015461692,0.00159924
19334513,2024-02-29 16:59:11,Transfer,0.011553229,0.00159924
19334513,2024-02-29 16:59:11,Transfer,0.015461692,0.00159924
19334513,2024-02-29 16:59:11,Transfer,0.015461692,0.00159924
19334513,2024-02-29 16:59:11,Transfer,0.53646192,0.00171512
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00516343
19334513,2024-02-29 16:59:11,Transfer,0.41308,0.00171512
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00283714
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00516245
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00508592
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00508494
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00424412
19334513,2024-02-29 16:59:11,Transfer,0.01304,0.00171512
19334513,2024-02-29 16:59:11,Transfer,0.0,0.00474322
19334513,2024-02-29 16:59:11,Transfer,0.00382,0.00171512
19334513,2024-02-29 16:59:11,Other,0.0,0.01404739
