Txn Hash,Method,Block,Timestamp,From,To,Value,Txn Fee
0x6e9ee94c3346cd9a8b3653dab017845de8119ed6a9939d7b303b58fccdb1e43c,Other,19334516,2024-02-29 16:59:47,0x308bA4Fa...E735E5cb2,Blast: Deposit,0.08,0.00680752
0xf019bffc544e7439db987e39ecfe762352688d84df510914f78ca611c99482a5,Approve,19334516,2024-02-29 16:59:47,0xD0dBD153...8C5A6AC85,Portal: PORTAL Token,0.0,0.00189247
0x10ba0e4c644e8bc54903394b5b32bc022428619b8e3b05c24e31908d1f22c245,Transfer,19334516,2024-02-29 16:59:47,topdawg1983.eth,0x8A2727f5...E5C986F1d,0.35,0.00150708
0xa0fd1f4267e818291879aa5e3bbe3ba87537ca2d9e8b878fad2e446959a5e13e,Transfer,19334516,2024-02-29 16:59:47,0x6924da70...8f9466666,maximumretard.eth,0.22,0.00150708
0xd97450f3941e42999953f4f3807192ead8cc1d1389102c05a0194d97357e7bde,Transfer,19334516,2024-02-29 16:59:47,0x0947357a...BA112512C,Circle: USDC Token,0.0,0.00446729
0x87fc3f17f475bf0dc206cf65e0da852c7f7afcdf5b42dca84448b420a027f8d4,Execute,19334516,2024-02-29 16:59:47,0x2A2E0cB3...F9C5b7279,Uniswap: Universal Router,0.28,0.01251666
0x4d1bbddae535b8c16db9e1147c772e817037ac903e9689aabb1d078962dcc99d,Other,19334516,2024-02-29 16:59:47,0xE64b1BA0...938dDeBf3,Blur.io: Marketplace 3,0.0,0.03993915
0x40b312864547d3f16bd841689bd8b01890927a7e3e53d6b8f2e6bd782e70d9b8,Transfer,19334516,2024-02-29 16:59:47,0x90c2A542...5f2fD9979,0x5e809A85...bb3e36284,0.1,0.00150708
0x4f120a9d4a5ba30fa2c579431f701da145d3091c7b2d5446a394711c5f66bb07,Execute,19334516,2024-02-29 16:59:47,0x6C924326...c7AfA17C3,Uniswap: Universal Router,0.058,0.01053405
0x2c699f6b98a98bf5f84a634d4f2c98d9ffb66daf62235328dd28afbf3f7b729d,Other,19334516,2024-02-29 16:59:47,0xDA6F6d57...797FebbC8,ENS: Base Registrar Implementation,0.0,0.00330669
0x39a89642306d7609f25a5c6a7fd3780d4ed993282e62c4d63144cec577998fe0,Transfer,19334516,2024-02-29 16:59:47,0x410B59F5...9Ce89DfF3,0x6E9D4456...70aB761fF,0.148228988,0.00150708
0x242ba747f8783308ce1704d9cca24d4e99253222a3ab5761b6d9bb8a57e1ed67,Transfer,19334516,2024-02-29 16:59:47,0x05C38756...37C4dE0b0,0x1d52b5A7...33e89D368,0.278764358,0.00150708
0x004a089f47464f77083efbce3eddc4e82ff158ac1046c4fc00b5e9214201e80f,Execute,19334516,2024-02-29 16:59:47,0xdf865A0c...Afe590b7A,Uniswap: Universal Router,0.0,0.0090688
0x072810a122e1343b0c6eafeaa24e1c2c82aca0746fe147b9c2080328609850d6,Other,19334516,2024-02-29 16:59:47,ridey.eth,Blur: Bidding,0.0,0.00255394
0x51dcb7c30a958b3d4dee1e2eeeee6577737304552fb70a6d2d7ab1a26d86400b,Approve,19334516,2024-02-29 16:59:47,copedealr.eth,0xFA7221bE...53A63A9A5,0.0,0.00210116
0xacd01820f3d96747e64d0b9ccde91d88bb2b32f21710df56d2ac5d6923164d2e,Transfer,19334516,2024-02-29 16:59:47,0xD7b52e90...8D34e2e48,Tether: USDT Stablecoin,0.0,0.00419092
0x2e104d761d541dab7160347c00aef4154a6017c1ebd2a550dcc307f02d7578d0,Transfer,19334516,2024-02-29 16:59:47,0x77a894FC...50be1A7ff,Chainflip: FLIP Token,0.0,0.00369308
0x5811c0edf743c3422aeca3dc796d4f753e55657d2c344cb97083986a27adcecc,Execute,19334516,2024-02-29 16:59:47,0x41B54025...76B21bf1B,Uniswap: Universal Router,0.3,0.00977741
0x6716f0a13dd481edf71d2d466d917c356c3cbaeba12299601c89aa6b485c8cdc,Transfer,19334516,2024-02-29 16:59:47,0x57715313...3aA481f74,0x39a2bca6...bd86156cE,0.03053,0.00150708
0x86c2eac84e7cfcdb5b3e207bff5ffcba145996aa3fb3304ec19c1ddd0b8f1424,Execute,19334516,2024-02-29 16:59:47,0x7DFC6324...8b4eDE65C,Uniswap: Universal Router,1.8,0.01128501
0xbb87dae69ab48f4035e7fa69f7c9ee9842355e6cd1b4cd72d059bf4d4102dec1,Transfer,19334516,2024-02-29 16:59:47,0x1Ae83201...9fE70F4B3,0x91Cb7bf0...0461a2Ebc,0.0,0.00152172
0x2dfe47b6bcbf2372eec6d20769d3e444649aa63e7dab932a7a1ce0c8d1b27730,Transfer,19334516,2024-02-29 16:59:47,coco.kongz.eth,Memecoin: MEME Token,0.0,0.00334964
0x285c3ce5e1428403727dc6b3b21865a8c1a56cb5421476d89edf119428aa8c15,Transfer,19334516,2024-02-29 16:59:47,0x4e9f8933...D65E0c83e,0x484F2410...550aC8816,0.096,0.0015071
0xe1baef01224ceb9a9f14b06f5c3d5950ee4e5db71e611cdbd3f6f623173bc520,Approve,19334516,2024-02-29 16:59:47,0x6e030AC2...561fE01e3,GNY.io: GNYerc20 Token,0.0,0.00332976
0xf3532863cfb2c55cb56d450d9bdd30a8717875a3ec26c874d51875c2d4c32df4,Transfer,19334516,2024-02-29 16:59:47,0xb54B5728...40c30faA5,0x10432812...347c3223b,2.06,0.0015071
0x89e1db1696710974866c3db2955193db99ddc6872cae2ed1a4e74835258584a6,Other,19334516,2024-02-29 16:59:47,0x278c857A...D8cF37A77,0x8657f374...5cA8c90B4,0.0,0.00653466
0x08cf14ed8f536432e23a7a4afe3b20d19715937a66e6742ec195c726bb2282fd,Transfer,19334516,2024-02-29 16:59:47,0x3f150094...9547E0cbB,0xc43946cC...dAF9fb9Bb,0.0183,0.00150739
0x7de521e021534544f3273052be95b73b436eaa09417e902738fa83b5ed927ab4,Transfer,19334516,2024-02-29 16:59:47,0x2fae5Fcd...A4bf2400B,0x4E983812...f9b793DC0,0.0322,0.00150739
0xebae9436d6bd8cfba45d6701a0b8fdb949bd77142c2480e6c9816d07b4906d93,Transfer,19334516,2024-02-29 16:59:47,0xa5AdbAE0...9fA6D983d,Tether: USDT Stablecoin,0.0,0.00330888
0x676f04d684c5059fd6b54917ef4245f47e13449c20c9dc4b1ff3812b1088ec57,Other,19334516,2024-02-29 16:59:47,Hop Protocol: ETH Bonder,Hop Protocol: Ethereum Bridge,0.0,0.00828774
0xcd1bda0f54684d5197664d9d54e0e0f51dd0a0b93c3710b2b5f0f34b14f63a20,Transfer,19334516,2024-02-29 16:59:47,0x0A756483...8E714aE6c,Tether: USDT Stablecoin,0.0,0.00331015
0xd084e3e6243686f1efbad7e713e6d04a2099c79b926042d6c18fa4611fe42a64,Other,19334516,2024-02-29 16:59:47,0xEE4d973A...A5E45A7Ba,0x02950460...DF3fA4d72,0.0,0.01466019
0x164edb7f03c46ebb06ee666c4325f556ca159fa5c50f6c5413b05654b4c64fa1,Other,19334516,2024-02-29 16:59:47,0x2a438562...80912aB23,0xE09c8a88...4ad2549D6,0.0,0.00825609
0x0b293c89ec8c5f46cb5f93c80f76367c4559169ec147073c5401b82cfe1694a6,Other,19334516,2024-02-29 16:59:47,0x3655bB15...c5098f37f,Scroll: L1 Scroll Messenger Proxy,0.020088704,0.00995416
0x9f1d2bd97e941bb55eb62072aac6f9f628e38bf41f41cee33f5121e5e6116b98,Transfer,19334516,2024-02-29 16:59:47,0xb266c754...4C6fD2aA1,Chainlink: LINK Token,0.0,0.00216815
0xdc0bc15248dabb507da118fe269bee3e93e307ba8ea2eadeb1325290196f5eba,Transfer,19334516,2024-02-29 16:59:47,0x968f6bf3...F72dCB721,Tether: USDT Stablecoin,0.0,0.00296474
0x2092ce40f278cc0a7cb5a78f64b90a3b561f76a8a060221954cec7252179efd3,Other,19334516,2024-02-29 16:59:47,0x22A82147...9F18B5F76,0x40864568...5130770fA,0.0,0.00383923
0xc5ee67520c34ff969343305892c3bdc5d60ec62c04a52c77851da2eeb7c99179,Transfer,19334516,2024-02-29 16:59:47,OKX,Shiba Inu: SHIB Token,0.0,0.00372558
0x8f785310cb572dbfc0efad4f67646223d75d944b84ceca435d3fac798e29644f,Transfer,19334516,2024-02-29 16:59:47,OKX,Shiba Inu: SHIB Token,0.0,0.00249796
0xba3cfcda6d5f9f8f680ce83ab59168c9dbf8370c2a54b8983c5c458000178b98,Transfer,19334516,2024-02-29 16:59:47,OKX 24,0xf1AD54fB...F8c7976B1,0.113361,0.0015076
0x74794c532e9ae6a190be5e2304c7247ffc1569d996577ee4c25ec72a08d5d6e0,Transfer,19334516,2024-02-29 16:59:47,0xd952DD3B...2B04356aD,Tether: USDT Stablecoin,0.0,0.00454116
0xa27f4bcbff8a254623805586cda737cf0bd2a2a1a569010fe720e3f0654dad2b,Transfer,19334516,2024-02-29 16:59:47,0x92a4e0C4...aD2b503a2,0xA3971F68...8984F0E0c,1.38079823,0.00151126
0x0d100cdefdd03dcb79840270be42958d9a63b738e7095332025c35cc04548ada,Transfer,19334516,2024-02-29 16:59:47,0x3d5bc18B...1D5195829,0x5403844e...2772eC5f4,0.011595244,0.001512
0x0baf297ebea843833cc40a039ca362f6ca37682b47fc2b40347d43da9f2d2587,Transfer,19334516,2024-02-29 16:59:47,0x8954c935...EA812B650,WhiteBIT 3,0.011538319,0.001512
0x1f658e9a29955ec3801d7ab022e307d90a57a3f9563230761fef88d9888e1d55,Transfer,19334516,2024-02-29 16:59:47,0x01C69D8E...86CDFCC02,0x19890bbA...c7A111585,0.005349853,0.00151614
0x84867c6962153114817debb9d9e2b4cdc23588ada1b5971c3fd191be5a0b4da2,Transfer,19334516,2024-02-29 16:59:47,0xf2574695...3f2497b63,0x135c23A0...3fa71DDc0,0.4,0.00151909
0xbf9cc0d6722df49797fceeac2cfcd7d0f19d6fd82c27a8068cdee84d0abed3cc,Transfer,19334516,2024-02-29 16:59:47,BingX 9,0x71b87673...c086Bee56,0.0485,0.00152219
0xf1ade27590b27b6254a018fbc69e21726b4a62d261f584ac616e36e7e783934e,Transfer,19334516,2024-02-29 16:59:47,0x2cFF58BE...4c694aFc3,0xBc4d4AB7...171aba80A,2.551588488,0.00152221
0xdc5769eda8d7df1fa82bffa8df2aba4a2cee4b82e3092e3d1f3cab67916e0b55,Transfer,19334516,2024-02-29 16:59:47,Crypto.com: Deposit Funder,0x53393329...67beb8713,0.005330939,0.0015224
0xbd34436bd7a6c985d8c1068cfd2bdac42f3e9b6b07db8522f85912ee31c1fdb2,Transfer,19334516,2024-02-29 16:59:47,Orbiter Finance: Bridge 2,0xa9516976...d78fCA4ed,0.3069,0.0015265
0x6b71686f14d05a0e616e90359e6acb4a8e950fb910a2c71cccc8ca0b0ff19709,Other,19334516,2024-02-29 16:59:47,Gemini,Gemini 4,0.0,0.00280371
0x933360593ba5684da7668b4c9663c8194ab888aa401a135b78560734cd29904f,Transfer,19334516,2024-02-29 16:59:47,Gemini,Gemini 4,0.0,0.00311768
0x94fc5b867658cf8bd6db8876da94c8e67bf099cf8a54201d6b6620e64b8c2d48,Transfer,19334516,2024-02-29 16:59:47,0xbdfF2348...0A8efe121,0xbdfF2348...0A8efe121,0.01,0.0015475
0x08b01c0bbc56c44d8d3458f6b16c6cfe55747b14be8c249900c956c582015aa4,Transfer,19334516,2024-02-29 16:59:47,0xAfDe25F5...0BfC1517B,0x808d0aeE...8c9cCDBA4,0.024331151,0.0015475
0x6f552d0a7a0774ee232eced59659cc602186297ff5435f6e93fc9b51f7f7b8a1,Transfer,19334516,2024-02-29 16:59:47,0xc804c3A3...206737c14,0xE446147d...3C1785047,3.128337,0.0015475
0x825e656e00ef6d9802b42ffc4f8eee5c98b191fa98b0ea9719a275e11ee31a28,Transfer,19334516,2024-02-29 16:59:47,0xd721D265...5D78F3755,Chainlink: LINK Token,0.0,0.00257837
0xad5b8d364acea771312400d4034edb6e8fb0d46ca2ea28437fcf3a7da3a849e4,Transfer,19334516,2024-02-29 16:59:47,0x75aDC2A9...2C039A369,0x5203d473...070990061,0.145380921,0.0015475
0x96b760fbc2bee6b4abb8f7d1cdd28f47b5daf0e475f1e686d2b2b89f39734fea,Transfer,19334516,2024-02-29 16:59:47,0xa6966397...16eCdBdB8,Tether: USDT Stablecoin,0.0,0.00339781
0x908b4e216dbfcfbb52711eac5771b1c9f629f9ac0709612878440b95406f69f1,Transfer,19334516,2024-02-29 16:59:47,0x0F62B55F...162dB0646,0x1E96E60c...bd40CF9Da,0.145244645,0.0015475
0x2a06e5b43d0c8335b94df4628f6839345896c55883e3898d6036b36fe5ceda61,Transfer,19334516,2024-02-29 16:59:47,Binance 14,Coti: COTI Token,0.0,0.00257969
0x3e538d24713440ff707a1a57d35ccc21133bde8118d02fb2880e1aea209687ed,Transfer,19334516,2024-02-29 16:59:47,Binance 15,0xA9e5be00...5564DD126,0.017374,0.0015475
0xafc1d5cff068254bd0fa82cb3eaa31d581bd0c13d65eb44577bbe93e64c762db,Transfer,19334516,2024-02-29 16:59:47,Binance 16,Tether: USDT Stablecoin,0.0,0.00465792
0x63b2b3f09083609a8d2cf91775b0726706d7fcf0d20f4ce893374c11c2491eea,Transfer,19334516,2024-02-29 16:59:47,Binance 17,Tether: USDT Stablecoin,0.0,0.00465881
0xfdbeab70082d7dd275062d6f61d72ed838d2dfdb4ec59674d3bfd37a117887a6,Transfer,19334516,2024-02-29 16:59:47,Bybit: Hot Wallet,0xcc0E01A7...9fDcd5cf9,0.00548535,0.0015475
0x7352168b38bf9eb8c6096f261ca97261832dae23dbb4878eed2da30d3bf21b22,Transfer,19334516,2024-02-29 16:59:47,Bybit: Hot Wallet,Circle: USDC Token,0.0,0.00458799
0x3e3c54b48f2dd487a042e0ff454947671d0a15f54b21809096cef8412876ec82,Transfer,19334516,2024-02-29 16:59:47,Bybit: Hot Wallet,0xF6D183DB...977252acb,0.54994,0.0015475
0xc1aeaba7f5a76f3dafe03873c332b6e718c51c2f0a642083b0309236251e052f,Transfer,19334516,2024-02-29 16:59:47,Bybit: Hot Wallet,0x84F2d7Ed...55a78Fa6a,0.43844825,0.0015475
0x67d4a5b70f9b73155af19d6cb9e061037e6366f4744f245998b6f650c1701682,Transfer,19334516,2024-02-29 16:59:47,Bybit: Hot Wallet,0xD500E5CA...7f087B8a9,0.00685253,0.0015475
0x5ec0839356222f61cecb8c8dfb49d2622c4077d01e913bcc5d9a007cbfd3d69b,Transfer,19334516,2024-02-29 16:59:47,Kraken 8,Chainlink: LINK Token,0.0,0.00383848
0x24b3e0b9c947cfa1bc0a551f9db7dc81cb6ece71dda431e0f9d9f9a891ec9a76,Transfer,19334516,2024-02-29 16:59:47,Kraken 17,Shiba Inu: SHIB Token,0.0,0.00382418
0x651f33774a2e0da6f8fc2e78365bfa5c53e1c0844db60096761257158ce10fbe,Transfer,19334516,2024-02-29 16:59:47,0x52F5F2ad...EBd1071D5,Paxos Gold: PAXG Token,0.0,0.00596306
0x3fb0d0187127694fde544964fff54b4c05745b9340ee4be19770ace625f32a66,Transfer,19334516,2024-02-29 16:59:47,0x7C628430...E46dB4c87,1inch: 1INCH Token,0.0,0.00254366
0xed9e48a5e7dd5ca975cd6c7ac3c12e10e694e7475d00506180c65f10c761614b,Transfer,19334516,2024-02-29 16:59:47,0xFe2FFf5C...75Ea4b038,Jasmy: JASMY Token,0.0,0.00256178
0x27526f70ea109e5adf84dd4908c8bf14004945527e3bc3a7e5b22e2fec660d9e,Transfer,19334516,2024-02-29 16:59:47,0x7390872f...31071Dffb,0x85954Bd3...BFa8cB044,0.298446,0.001554
0xa0724a770f0100d1459f7459175488aa84f5fc9519680d979e86d0afc47c6ed4,Transfer,19334516,2024-02-29 16:59:47,0xd108FD0E...45D233BA6,0xBa02020A...5C7C621a8,0.0825,0.00156099
0xbc58752724321f129104b8a066efeeaa5a4cea585e57b1d08df006af485ccf17,Transfer,19334516,2024-02-29 16:59:47,0x0b5c4a7F...61a86db2a,Tether: USDT Stablecoin,0.0,0.00342741
0x4f012c064e932662d0ebfa393ae0caf564dad1bec78372f5c852fc9bef1c119e,Transfer,19334516,2024-02-29 16:59:47,Stake.com,0x03F1DD0E...e789A59b1,0.0039229,0.00156508
0xa686f10fc55ac8d059fb71bca994770811b251099cc231bde021a8835a424581,Other,19334516,2024-02-29 16:59:47,0x29C5f74f...7A9Be1a70,Maestro: Router 2,0.0,0.01867122
0x2a15103394ed9b8537f369d8de1d8d9c5123f921bfcbb77eed937de983cb72b7,Other,19334516,2024-02-29 16:59:47,0xE1C55e9A...CeFCaa60f,Maestro: Router 2,0.0,0.02129892
0x296993be689610b886926e3d46e7ec9c71be39bb7bb21486641196f478a29a12,Approve,19334516,2024-02-29 16:59:47,0x7f3aDe11...b02A2eF87,Shiryo Inu: Shiryo-Inu Token,0.0,0.00347917
0xa0976c8a70d30cf413e1a7063958279819976e64bc899ca77367f1d0b42f455e,Other,19334516,2024-02-29 16:59:47,cbb.eth,Blur.io: Marketplace 3,0.0,0.02666964
0xf99d3de908f34feaa90d6cfc62d808f01daaddcc99b25deedb9f3adadade809e,Other,19334516,2024-02-29 16:59:47,0x76F6a90C...0b02e2946,MEV Bot: 0x811...a95,0.0,0.00754761
0xb3999004dad8bb11b5b2e26a9ca2071e3e0df06602219bbb740b153a55c89f14,Other,19334516,2024-02-29 16:59:47,soulston.x,dYdX: Currency Convertor,0.0,0.00931028
0x0d4610b23c68139fc6b9d7f801bfc99e5179854490062de97d4793a1e095e107,Transfer,19334516,2024-02-29 16:59:47,0x8619f2cb...895338651,WhiteBIT 3,1.241980736,0.001617
0x155d309cd46acec75c47a27a149a35246863a35a4984f81d9d43b551394e3515,Transfer,19334516,2024-02-29 16:59:47,Crypto.com 2,0x61bdB3a3...621694a05,0.0709,0.00172159
0x27d96a772b9e31ad5938b6353afafaed560150863c4b7f92330ff9a2aa353a64,Transfer,19334516,2024-02-29 16:59:47,0x563eA8F7...90B310109,Tether: USDT Stablecoin,0.0,0.00410248
0xcf7b79cb38280fe4f59f720d0dd2bcd5ea7b188d643547d13fc54803448b3b9b,Transfer,19334516,2024-02-29 16:59:47,0x03A831c9...17458Da07,0xAF7b45C0...543C413FA,0.00300555,0.00187805
0x5f6704cba23d20d319cda1b5ff042555c0e90958d66e6ec297ecf585412d58df,Transfer,19334516,2024-02-29 16:59:47,0x446eD7a8...c7390A7D8,Circle: USDC Token,0.0,0.00556811
0xce98838d76c0a850549892e8cd6a90c708014a8a45dc6b80eaaa580a7eb7fd7e,Transfer,19334516,2024-02-29 16:59:47,Bitget 5,Flux: FLUX Token,0.0,0.00462401
0xb4dd132d67499f5472ed4cd31967e92ad8c0b58f74c5e105c625d86561f7f3ae,Other,19334516,2024-02-29 16:59:47,0xb5Ff0413...fd557B7DD,0xF3dE3C0d...172509127,0.02,0.01265376
0x4ff601ea6f0faf5b5ae0ecd1eee3ae27e0083f92d0ac88c27597def9abdb82c4,Transfer,19334516,2024-02-29 16:59:47,0x294Fbdc1...62Fe9385e,0xC585Ad41...80AC9135d,2.065877495,0.00249857
0x7d68f9801a3876c1f96e9a3ac8ef5f8eecf85f7da141ecbaec11e2f2cec58d8b,Other,19334515,2024-02-29 16:59:35,0x22A82147...9F18B5F76,0x40864568...5130770fA,0.0,0.01963053
0xf230b458bc716b1463b18db52b0ccae93196f4b4e486f8b67deee3a37c15689d,Transfer,19334515,2024-02-29 16:59:35,Crypto.com 2,SingularityNET: AGIX Token,0.0,0.00442024
0xba94d6528e361946a762cac0c3db3a6a072582ba2aed72fee3801e54518a3280,Other,19334515,2024-02-29 16:59:35,0x8Fb2AB47...a33c39008,Metamask: Swap Router,0.0,0.0127657
0x1d7cfdcc09a17673b1c531094779b298a838dfc7e00b4e918c2e69b2c708ae2a,Transfer,19334515,2024-02-29 16:59:35,OKX 26,Tether: USDT Stablecoin,0.0,0.00335134
0xbcd8d75cd7a279143567587b9bbb04d7299f7000c0364b63afdaa77336d97e52,Transfer,19334515,2024-02-29 16:59:35,OKX 26,Tether: USDT Stablecoin,0.0,0.00335221
0xb4555874ebeb1ad7ce894e7acf9508002a2f9c046b1d5b278723194617889405,Transfer,19334515,2024-02-29 16:59:35,OKX 26,Tether: USDT Stablecoin,0.0,0.00459335
0x8bed881c316926bbb4a5b679a9050eb57e544bf249289dd4a649d15940e7964b,Transfer,19334515,2024-02-29 16:59:35,OKX 23,Tether: USDT Stablecoin,0.0,0.00459335
0xc02669aab509195a725714e1f293102df18d043ad94b63dc4c2e5609187338a9,Transfer,19334515,2024-02-29 16:59:35,Gate.io,Tether: USDT Stablecoin,0.0,0.00471432
0x61cd28a8da1b6a9a951fbf2994b9c11e2be65949e2ba4282273f66be40e2d1e7,Transfer,19334515,2024-02-29 16:59:35,Gate.io,Fetch.ai: FET Token,0.0,0.00274779
0x684fad96e78bfb1f28b9f3e8b3b467883028ce7549777478f6f0fcef308fbffb,Transfer,19334515,2024-02-29 16:59:35,Gate.io,Sora: XOR Token,0.0,0.00384117
0xdfb42a26b9b79d37516fc92ad044418947aa4d491a44d00625e1d6e3d13f7aeb,Transfer,19334515,2024-02-29 16:59:35,Gate.io,Ecomi: OMI Token,0.0,0.00437593
0x4be5d8b1b3711bb1daf7891022d1a41a7b066f722c5b2c93221e0a4933cbccb6,Other,19334515,2024-02-29 16:59:35,0x86A11744...Ec6d5bAf4,0x5c9321e9...32163a85A,0.0,0.01104988
0xe1e97eff5bf8b7c9a41d3990078037916be7f1cc1a53b55b319564ea181cb3a6,Other,19334515,2024-02-29 16:59:35,0x84BA51A3...6b2888888,0xFc27CD13...566BD3143,0.0,0.01143977
0x399a5acbdaab0324ba62ab54f2e812ff86e3f874bbf7c3760f682424259e1bd5,Other,19334515,2024-02-29 16:59:35,0x84BA51A3...6b2888888,0xFc27CD13...566BD3143,0.0,0.01312684
0xc52c5df7ac7dcfecb1b061f2da77ea6b07c16bbfde5a79b2716c655cb7a36e0a,Sell,19334515,2024-02-29 16:59:35,0xe1c3c7C1...9a1181683,0x: Exchange Proxy,0.0,0.00898264
0x2fd4fd1d7d0ea01da9ecb57cfe8acd62b765df799daaa4606f96773e95acdd58,Transfer,19334515,2024-02-29 16:59:35,mercuryo,0x32CE6549...37DA880B4,0.041059162,0.00152444
0x92c4b9bbbf0457ffc5abb0edda62e8f308433852a7defccf4a9ebfcffbee7a93,Transfer,19334515,2024-02-29 16:59:35,OKX 24,0x52f7a06d...0FABE8B19,0.011565,0.00152634
0xa2453d4c14611e65285e932a2866fb22cbd231e69f7b2cdc2862b21190094c7d,Transfer,19334515,2024-02-29 16:59:35,OKX 24,0x8a6e1152...89e5bc873,0.20724882,0.00152634
0xd4ffd23546af964b7c249308c149b0083f397ef2286945628a399945161939b5,Transfer,19334515,2024-02-29 16:59:35,Robinhood 3,0xD84A3DC5...3ffaE21DD,0.003562313,0.00154524
0x5a228b9227bab884fecccfed5aa92946bde9e536aad996d4b88c55d8493b5e7e,Transfer,19334515,2024-02-29 16:59:35,Bybit: Hot Wallet,Tether: USDT Stablecoin,0.0,0.00471432
0x8b108a641d761fb8f2e2f8e8b47082ff72040fd70d98d770735f8c62304e2a25,Transfer,19334515,2024-02-29 16:59:35,0xb23360CC...9C8D7c460,Tether: USDT Stablecoin,0.0,0.00346765
0xce089df22a42ce8a518219a4abe6cc5c509cd3b7bf4d4fca4268189a166d1dd5,Transfer,19334515,2024-02-29 16:59:35,0xaB782bc7...8F63ee1bC,Ampleforth Governance: FORTH Token,0.0,0.00426781
0x25cb933fd981d58e54675141c6a48eb5b26a645fb5762690f98834663d577490,Transfer,19334515,2024-02-29 16:59:35,0xb77c64A1...34aD84350,0xBB19ce0c...bDAE7Fb70,0.11,0.00406466
0x73b7a203c7e67a2a27c518fdb37bc7f82449dc07702061fdaac640fa209efdfa,Transfer,19334515,2024-02-29 16:59:35,0x8186022d...9545834F3,0x38075A5B...eE9B81B67,0.169989836,0.00152426
